No,Classification,Name of Cultural Heritage,Korean,Address,,,,,,,
1029,Treasure,"Rock-carved Buddhas in Noseok-ri, Chilgok",칠곡 노석리 마애불상군 ( 漆谷 老石里 磨崖佛像群 ),Gyeongsangbuk-do Chilgok-gun,,,,,,,
1030,Treasure,"Lion Stone Lantern in Front of the Stupa of State Preceptor Bogak at Cheongnyongsa Temple Site, Chungju",충주 청룡사지 보각국사탑 앞 사자 석등 ( 忠州 靑龍寺址 普覺國師塔 앞 獅子 石燈 ),Chungcheongbuk-do Chungju-si,,,,,,,
1031,Treasure,"Rock-carved Standing Buddha at Samcheonsa Temple Site, Seoul",서울 삼천사지 마애여래입상 ( 서울 三川寺址 磨崖如來立像 ),Seoul Eunpyeong-gu,,,,,,,
1032,Treasure,"Stele of State Preceptor Bogak at Cheongnyongsa Temple Site, Chungju",충주 청룡사지 보각국사탑비 ( 忠州 靑龍寺址 普覺國師塔碑 ),Chungcheongbuk-do Chungju-si,,,,,,,
1033,Treasure,"White Porcelain Bottle with Plum, Bird, and Bamboo Design in Underglaze Cobalt Blue",백자 청화매조죽문 병 ( 白磁 靑畵梅鳥竹文 甁 ),Seoul Seocho-gu,,,,,,,
1034,Treasure,Report on Imjin War by Choe Hui-ryang,최희량 임란 관련 고문서 ( 崔希亮 壬亂 關聯 古文書 ),Jeollanam-do Naju-si,,,,,,,
1035,Treasure,"Stone Relief of Apsaras, Sangju",상주 석조천인상 ( 尙州 石造天人像 ),Gyeongsangbuk-do Sangju-si,,,,,,,
1036,Treasure,"Uhwaru Pavilion of Hwaamsa Temple, Wanju",완주 화암사 우화루 ( 完州 花巖寺 雨花樓 ),Jeollabuk-do Wanju-gun,,,,,,,
1037,Treasure,"Daeungjeon Hall of Ansimsa Temple, Cheongju",청주 안심사 대웅전 ( 淸州 安心寺 大雄殿 ),Chungcheongbuk-do Cheongju-si,,,,,,,
1038,Treasure,"Rock-carved Seated Bodhisattva Triad in Nangsan Mountain, Gyeongju",경주 낭산 마애보살삼존좌상 ( 慶州 狼山 磨崖菩薩三尊坐像 ),Gyeongsangbuk-do Gyeongju-si,,,,,,,
1039,Treasure,"Stone Seated Buddha in Samneunggye Valley of Namsan Mountain, Gyeongju",경주 남산 삼릉계 석조여래좌상 ( 慶州 南山 三陵溪 石造如來坐像 ),Gyeongsangbuk-do Gyeongju-si,,,,,,,
1040,Treasure,"Iron Seated Vairocana Buddha of Hancheonsa Temple, Yecheon",예천 한천사 철조비로자나불좌상 ( 醴泉 寒天寺 鐵造毘盧遮那佛坐像 ),Gyeongsangbuk-do Yecheon-gun,,,,,,,
1041,Treasure,Artifacts Related to General Gwon Eung-su,권응수장군 유물 ( 權應銖將軍 遺物 ),Gyeongsangnam-do Jinju-si,,,,,,,
1042,Treasure,Artifacts Related to Jeong Gi-ryong,정기룡 유물 ( 鄭起龍 遺物 ),Gyeongsangbuk-do Sangju-si,,,,,,,
1043,Treasure,Buddhist Painting in Daeungjeon Hall of Jikjisa Temple (Buddha Triad),직지사 대웅전 삼존불탱화 ( 直指寺 大雄殿 三尊佛幀畵 ),Gyeongsangbuk-do Gimcheon-si,,,,,,,
1044,Treasure,Artifacts Related to Gwak Jae-u,곽재우 유물 일괄 ( 郭再祐 遺物 一括 ),Gyeongsangnam-do Uiryeong-gun,,,,,,,
1045,Treasure,Clothes Excavated from the Tomb of Kim Deok-won,김덕원묘 출토 의복 일괄 ( 金德遠墓 出土 衣服 一括 ),Seoul Gangseo-gu,,,,,,,
1046,Treasure,"Stone Ice Storage in Hyeonpung, Dalseong",달성 현풍 석빙고 ( 達城 玄風 石氷庫 ),Daegu Dalseong-gun,,,,,,,
1047,Treasure,"Three-story Stone Pagoda of Yugeumsa Temple, Yeongdeok",영덕 유금사 삼층석탑 ( 盈德 有金寺 三層石塔 ),Gyeongsangbuk-do Yeongdeok-gun,,,,,,,
1048,Treasure,"Three-story Stone Pagoda in Hwanam-ri, Yeongcheon",영천 화남리 삼층석탑 ( 永川 華南里 三層石塔 ),Gyeongsangbuk-do Yeongcheon-si,,,,,,,
1049,Treasure,"Stone Seated Buddha in Hwanam-ri, Yeongcheon",영천 화남리 석조여래좌상 ( 永川 華南里 石造如來坐像 ),Gyeongsangbuk-do Yeongcheon-si,,,,,,,
1050,Treasure,"East and West Three-story Stone Pagodas at Jangyeonsa Temple Site, Cheongdo",청도 장연사지 동·서 삼층석탑 ( 淸道 長淵寺址 東·西 三層石塔 ),Gyeongsangbuk-do Cheongdo-gun,,,,,,,
1051,Treasure,"East and West Three-story Stone Pagodas of Unmunsa Temple, Cheongdo",청도 운문사 동·서 삼층석탑 ( 淸道 雲門寺 東·西 三層石塔 ),Gyeongsangbuk-do Cheongdo-gun,,,,,,,
1052,Treasure,"Stone Standing Bodhisattva in Gwangdeok-ri, Gimcheon",김천 광덕리 석조보살입상 ( 金泉 廣德里 石造菩薩立像 ),Gyeongsangbuk-do Gimcheon-si,,,,,,,
1053,Treasure,"Rock-carved Buddha Triad in Sinam-ri, Yeongju",영주 신암리 마애여래삼존상 ( 榮州 新岩里 磨崖如來三尊像 ),Gyeongsangbuk-do Yeongju-si,,,,,,,
1054,Treasure,"Stone Seated Buddha of Heukseoksa Temple, Yeongju",영주 흑석사 석조여래좌상 ( 榮州 黑石寺 石造如來坐像 ),Gyeongsangbuk-do Yeongju-si,,,,,,,
1055,Treasure,"Three-story Stone Pagoda of Jibosa Temple, Gunwi",군위 지보사 삼층석탑 ( 軍威 持寶寺 三層石塔 ),Daegu ,,,,,,,
1056,Treasure,"Seven-story Stone Pagoda in Sango-ri, Sangju",상주 상오리 칠층석탑 ( 尙州 上吾里 七層石塔 ),Gyeongsangbuk-do Sangju-si,,,,,,,
1057,Treasure,"Avatamsaka Sutra (The Flower Garland Sutra), Jin Version, Volume 4",대방광불화엄경 진본 권4 ( 大方廣佛華嚴經 晋本 卷四 ),Seoul Jung-gu,,,,,,,
1058,Treasure,"Avatamsaka Sutra (The Flower Garland Sutra), Jin Version, Volume 28",대방광불화엄경 진본 권28 ( 大方廣佛華嚴經 晋本 二十八 ),Seoul Jung-gu,,,,,,,
1059,Treasure,"Avatamsaka Sutra (The Flower Garland Sutra), Zhou Version, Volume 66",대방광불화엄경 주본 권66 ( 大方廣佛華嚴經 周本 卷六十六 ),Seoul Jung-gu,,,,,,,
1060,Treasure,"Avatamsaka Sutra (The Flower Garland Sutra), Zhou Version, Volumes 17 and 52","대방광불화엄경 주본 권17, 52 ( 大方廣佛華嚴經 周本 卷十七, 五十二 )",Seoul Jung-gu,,,,,,,
1061,Treasure,"Avatamsaka Sutra (The Flower Garland Sutra), Zhenyuan Version, Volume 7",대방광불화엄경 정원본 권7 ( 大方廣佛華嚴經 貞元本 卷七 ),Seoul Jung-gu,,,,,,,
1062,Treasure,"Avatamsaka Sutra (The Flower Garland Sutra), Zhou Version, Volume 6",대방광불화엄경 주본 권6 ( 大方廣佛華嚴經 周本 卷六 ),Seoul Jung-gu,,,,,,,
1063,Treasure,Nilakantha dharani (The Great Compassion Mantra),불정심관세음보살대다라니경(1981) ( 佛頂心觀世音菩薩大陀羅尼經(1981) ),Seoul Yongsan-gu,,,,,,,
1064,Treasure,"Saddharmapundarika Sutra (The Lotus Sutra), Volume 7",묘법연화경 권7(1981-1) ( 妙法蓮華經 卷七(1981-1) ),Busan Geumjeong-gu,,,,,,,
1065,Treasure,"Saddharmapundarika Sutra (The Lotus Sutra), Volume 7",묘법연화경 권7(1981-2) ( 妙法蓮華經 卷七(1981-2) ),Seoul Yongsan-gu,,,,,,,
1066,Treasure,Saddharmapundarika Sutra (The Lotus Sutra),묘법연화경(1981) ( 妙法蓮華經(1981) ),Seoul Yongsan-gu,,,,,,,
1067,Treasure,Buljo samgyeong (The Three Sutras),불조삼경(1981-1) ( 佛祖三經(1981-1) ),Seoul Yongsan-gu,,,,,,,
1068,Treasure,Buljo samgyeong (The Three Sutras),불조삼경(2012) ( 佛祖三經(2012) ),Jeollanam-do Naju-si,,,,,,,
1069,Treasure,Buljo samgyeong (The Three Sutras ; 2023),불조삼경(2023) ( 佛祖三經(2023) ),Gyeonggi-do Bucheon-si,,,,,,,
1070,Treasure,Buljo samgyeong (The Three Sutras),불조삼경(1981-2) ( 佛祖三經(1981-2) ),Seoul Yongsan-gu,,,,,,,
1071,Treasure,Vajracchedika prajnaparamita Sutra (The Diamond Sutra),금강반야바라밀경(1981-1) ( 金剛般若波羅蜜經(1981-1) ),Seoul Jung-gu,,,,,,,
1072,Treasure,Naonghwasang eorok (Sermons by Buddhist Monk Naong) and Naonghwasang gasong (Poems by Buddhist Monk Naong),나옹화상어록 및 나옹화상가송 ( 懶翁和尙語錄 및 懶翁和尙歌頌 ),Seoul Yongsan-gu,,,,,,,
1073,Treasure,"Shurangama Sutra (The Sutra of the Heroic One), Volumes 6-10",대불정여래밀인수증요의제보살만행수능엄경 권6~10(1981-1) ( 大佛頂如來密因修證了義諸菩薩萬行首楞嚴經 卷六~十(1981-1) ),Seoul Yongsan-gu,,,,,,,
1074,Treasure,"Shurangama Sutra (The Sutra of the Heroic One), Volumes 6-10",대불정여래밀인수증요의제보살만행수능엄경 권6~10(1981-2) ( 大佛頂如來密因修證了義諸菩薩萬行首楞嚴經 卷六~十(1981-2) ),Seoul Jung-gu,,,,,,,
1075,Treasure,Seollim bohun (Teachings of Zen Buddhism),선림보훈(1981) ( 禪林寶訓(1981) ),Seoul Yongsan-gu,,,,,,,
1076,Treasure,Seollim bohun (Teachings of Zen Buddhism),선림보훈(2017) ( 禪林寶訓(2017) ),Chungcheongbuk-do Chungju-si,,,,,,,
1077,Treasure,Bulseol jangsu myeoljoe hojedongjagyeong,불설장수멸죄호제동자경 ( 佛說長壽滅罪護諸童子經 ),Seoul Yongsan-gu,,,,,,,
1078,Treasure,Hobeomnon (Treatise in Support of Buddhism),호법론 ( 護法論 ),Seoul Jung-gu,,,,,,,
1079,Treasure,Jangseung beopsu (Index of Buddhist Sutras),장승법수(1981-1) ( 藏乘法數(1981-1) ),Seoul Yongsan-gu,,,,,,,
1080,Treasure,Jangseung beopsu (Index of Buddhist Sutras),장승법수(2012) ( 藏乘法數(2012) ),Seoul Jongno-gu,,,,,,,
1081,Treasure,Jangseung beopsu (Index of Buddhist Sutras),장승법수(1981-2) ( 藏乘法數(1981-2) ),Seoul Jung-gu,,,,,,,
1082,Treasure,Bulseol daebo bumo eunjunggyeong (Sakyamuni’s Teaching on Parental Love),불설대보부모은중경(1981) ( 佛說大報父母恩重經(1981) ),Seoul Yongsan-gu,,,,,,,
1083,Treasure,Jungyong juja hongmun (Questions and Answers on the Doctrine of the Mean),중용주자혹문(1981-1) ( 中庸朱子或問(1981-1) ),Seoul Seongbuk-gu,,,,,,,
1084,Treasure,Jungyong juja hongmun (Questions and Answers on the Doctrine of the Mean),중용주자혹문(1981-2) ( 中庸朱子或問(1981-2) ),Seoul Jung-gu,,,,,,,
1085,Treasure,Geubam seonsaeng sijip (Anthology of Poems by Min Sa-pyeong),급암선생시집 ( 及菴先生詩集 ),Seoul Jung-gu,,,,,,,
1086,Treasure,Seolgok sigo (Anthology of Poems by Jeong Po),설곡시고 ( 雪谷詩藁 ),Seoul Jung-gu,,,,,,,
1087,Treasure,"Donginjimun sayuk (Anthology of Poems of Silla and Goryeo Literati), Volumes 1-3, 4-6, 10-12, and 13-15","동인지문사육 권1~3, 4~6, 10~12, 13~15 ( 東人之文四六 卷一~三, 四~六, 十~十二, 十三~十五 )",Seoul Seongbuk-gu,,,,,,,
1088,Treasure,"Donginjimun sayuk (Anthology of Poems of Silla and Goryeo Literati), Volumes 1-6",동인지문사육 권1~6 ( 東人之文四六 卷一~六 ),Seoul Seongbuk-gu,,,,,,,
1089,Treasure,"Donginjimun sayuk (Anthology of Poems of Silla and Goryeo Literati), Volumes 10-12",동인지문사육 권10~12 ( 東人之文四六 卷十~十二 ),Seoul Seocho-gu,,,,,,,
1090,Treasure,"Donginjimun sayuk (Anthology of Poems of Silla and Goryeo Literati), Volumes 13-15",동인지문사육 권13~15 ( 東人之文四六 卷十三~十五 ),Seoul Seodaemun-gu,,,,,,,
1091,Treasure,"Donginjimun sayuk (Anthology of Poems of Silla and Goryeo Literati), Volumes 7-9",동인지문사육 권7~9(1981) ( 東人之文四六 卷七~九(1981) ),Seoul Seongbuk-gu,,,,,,,
1092,Treasure,"Donginjimun sayuk (Anthology of Poems of Silla and Goryeo Literati), Volumes 7-9",동인지문사육 권7~9(2001) ( 東人之文四六 卷七~九(2001) ),Daegu Dalseo-gu,,,,,,,
1093,Treasure,Portrait of Kim Jung-man,김중만 초상 ( 金重萬 肖像 ),Gyeonggi-do Yongin-si,,,,,,,
1094,Treasure,Royal Certificate of Meritorious Subject Issued to Kim Gil-tong,김길통 좌리공신교서 ( 金吉通 佐理功臣敎書 ),Chungcheongbuk-do Cheongju-si,,,,,,,
1095,Treasure,Portrait of Ju Se-bung,주세붕 초상 ( 周世鵬 肖像 ),Gyeongsangbuk-do Yeongju-si,,,,,,,
1096,Treasure,Documents of the Gorimgun Branch of the Jeonju Yi Clan,전주이씨 고림군파 종중 문서 일괄 ( 全州李氏 高林君派 宗中 文書 一括 ),Jeollabuk-do Jeonju-si,,,,,,,
1097,Treasure,"Assorted and Annotated Mahavaipulya purnabudha Sutra (The Complete Enlightenment Sutra), Volume 3",원각류해 권3 ( 圓覺類解 卷三 ),Seoul Jung-gu,,,,,,,
1098,Treasure,Commentary on the Vajracchedika prajnaparamita Sutra (The Diamond Sutra),금강반야경소론찬요조현록(1981) ( 金剛般若經疏論纂要助顯錄(1981) ),Seoul Jung-gu,,,,,,,
1099,Treasure,Commentary on the Vajracchedika prajnaparamita Sutra (The Diamond Sutra),금강반야경소론찬요조현록(2012) ( 金剛般若經疏論纂要助顯錄(2012) ),Chungcheongbuk-do Cheongju-si,,,,,,,
1100,Treasure,Vajracchedika prajnaparamita Sutra (The Diamond Sutra),금강반야바라밀경 ( 金剛般若波羅密經 ),Seoul Jung-gu,,,,,,,
1101,Treasure,"Samguk sagi (History of the Three Kingdoms), Volumes 44-50",삼국사기 권44~50 ( 三國史記 卷四十四~五十 ),Seoul Jung-gu,,,,,,,
1102,Treasure,Documents of the Seongju Do Clan,성주도씨 종중 문서 일괄 ( 星州都氏 宗中 文書 一括 ),Chungcheongnam-do Nonsan-si,,,,,,,
1103,Treasure,Documents of the Namwon Yang Clan,남원양씨 종중 문서 일괄 ( 南原楊氏 宗中 文書 一括 ),Jeollabuk-do Jeonju-si,,,,,,,
1104,Treasure,Certificate of Meritorious Subject Issued to Jang Gwan,장관 개국원종공신녹권 ( 張寬 開國原從功臣錄券 ),Jeollabuk-do Jeongeup-si,,,,,,,
1105,Treasure,Documents of the Namyang Jeon Clan,남양전씨 종중 문서 일괄 ( 南陽田氏 宗中 文書 一括 ),Chungcheongnam-do Buyeo-gun,,,,,,,
1106,Treasure,Gwonseonmun (Words to Encourage Good Deeds) by Lady Seol,설씨부인 권선문 ( 薛氏夫人 勸善文 ),Jeollabuk-do Jeonju-si,,,,,,,
1107,Treasure,"Royal Edict of Labor Exemption Issued to Yongmunsa Temple, Yecheon",예천 용문사 감역교지 ( 醴泉 龍門寺 減役敎旨 ),Gyeongsangbuk-do Yecheon-gun,,,,,,,
1108,Treasure,"Eungjinjeon Hall of Buryeongsa Temple, Uljin",울진 불영사 응진전 ( 蔚珍 佛影寺 應眞殿 ),Gyeongsangbuk-do Uljin-gun,,,,,,,
1109,Treasure,"Gilt-bronze Standing Buddha from Borisa Temple Site, Uiryeong",의령 보리사지 금동여래입상 ( 宜寧 菩提寺址 金銅如來立像 ),Busan Seo-gu,,,,,,,
1110,Treasure,Folding Screen of Jodaebi sasun chinggyeong jinhado (The 40th Birthday Celebration of Queen Dowager Jo),조대비 사순칭경진하도 병풍 ( 趙大妃 四旬稱慶陳賀圖 屛風 ),Busan Seo-gu,,,,,,,
1111,Treasure,Folding Screen of Heonjong garye jinhado (King Heonjong’s Wedding Celebration),헌종가례진하도 병풍(1982) ( 憲宗嘉禮陳賀圖 屛風(1982) ),Busan Seo-gu,,,,,,,
1112,Treasure,Folding Screen of Heonjong garye jinhado (King Heonjong’s Wedding Celebration),헌종가례진하도 병풍(2011) ( 憲宗嘉禮陳賀圖 屛風(2011) ),Gyeonggi-do Yongin-si,,,,,,,
1113,Treasure,"Printing Woodblocks of Miscellaneous Buddhist Scriptures in Haeinsa Temple, Hapcheon",합천 해인사 고려목판 ( 陜川 海印寺 高麗木板 ),Gyeongsangnam-do Hapcheon-gun,,,,,,,
1114,Treasure,"Printing Woodblocks of Buddhist Scriptures in Buseoksa Temple, Yeongju",영주 부석사 고려목판 ( 榮州 浮石寺 高麗木板 ),Gyeongsangbuk-do Yeongju-si,,,,,,,
1115,Treasure,"Commentary on the Vimalakirti nirdesa Sutra (Holy Teachings of Vimalakirti), Volumes 3-4",정명경집해관중소 권3~4 ( 淨名經集解關中疏 卷三~四 ),Seoul Seodaemun-gu,,,,,,,
1116,Treasure,Buljo yeokdae tongjae (Biographies of Great Buddhists Since the Birth of Sakyamuni Buddha),불조역대통재 ( 佛祖歷代通載 ),Jeollanam-do Damyang-gun,,,,,,,
1117,Treasure,Munsusaribosal choesangseung musaenggyegyeong,문수사리보살최상승무생계경 ( 文殊師利菩薩最上乘無生戒經 ),Gyeongsangnam-do Yangsan-si,,,,,,,
1118,Treasure,Portrait of Go Hui and Artifacts of the Buan Branch of the Jeju Go Clan,고희 초상 및 문중유물 ( 高曦 肖像 및 門中遺物 ),Jeollabuk-do Buan-gun,,,,,,,
1119,Treasure,"Transcription of Bosal Seongyegyeong (The Bodhisattva Sutra) in Silver on Indigo Paper, Volume 8",감지은니 보살선계경 권8 ( 紺紙銀泥 菩薩善戒經 卷八 ),Seoul Jung-gu,,,,,,,
1120,Treasure,"Agalmatolite Reliquary from the Three-story Stone Pagoda at Biroam Hermitage of Donghwasa Temple, Daegu (Presumed)",전 대구 동화사 비로암 삼층석탑 납석사리호 ( 傳 大邱 桐華寺 毘盧庵 三層石塔 蠟石舍利壺 ),Seoul Jung-gu,,,,,,,
1121,Treasure,Buddhist Stele of Buddha Triad,삼존불비상 ( 三尊佛碑像 ),Seoul Jung-gu,,,,,,,
1122,Treasure,Pachodo (Banana Tree) by King Jeongjo,정조 필 파초도 ( 正祖 筆 芭蕉圖 ),Seoul Jung-gu,,,,,,,
1123,Treasure,Gukhwado (Chrysanthemum) by King Jeongjo,정조 필 국화도 ( 正祖 筆 菊花圖 ),Seoul Jung-gu,,,,,,,
1124,Treasure,"Worin seokbo (Episodes from the Life of Sakyamuni Buddha), Volumes 1-2",월인석보 권1~2 ( 月印釋譜 卷一~二 ),Seoul Mapo-gu,,,,,,,
1125,Treasure,"Worin seokbo (Episodes from the Life of Sakyamuni Buddha), Volumes 7 and 8","월인석보 권7, 8 ( 月印釋譜 卷七, 八 )",Seoul Jung-gu,,,,,,,
1126,Treasure,"Worin seokbo (Episodes from the Life of Sakyamuni Buddha), Volumes 9 and 10","월인석보 권9, 10 ( 月印釋譜 卷九, 十 )",Seoul Yongsan-gu,,,,,,,
1127,Treasure,"Worin seokbo (Episodes from the Life of Sakyamuni Buddha), Volumes 13 and 14","월인석보 권13, 14 ( 月印釋譜 卷十三, 十四 )",Seoul Seodaemun-gu,,,,,,,
1128,Treasure,"Worin seokbo (Episodes from the Life of Sakyamuni Buddha), Volumes 17-18",월인석보 권17~18 ( 月印釋譜 卷十七~十八 ),Gangwon-do Hongcheon-gun,,,,,,,
1129,Treasure,"Worin seokbo (Episodes from the Life of Sakyamuni Buddha), Volume 21",월인석보 권21 ( 月印釋譜 卷二十一 ),Seoul Yongsan-gu,,,,,,,
1130,Treasure,"Worin seokbo (Episodes from the Life of Sakyamuni Buddha), Volume 22",월인석보 권22 ( 月印釋譜 卷二十二 ),Seoul Jongno-gu,,,,,,,
1131,Treasure,"Worin seokbo (Episodes from the Life of Sakyamuni Buddha), Volume 23",월인석보 권23 ( 月印釋譜 卷二十三 ),Seoul Jongno-gu,,,,,,,
1132,Treasure,"Worin seokbo (Episodes from the Life of Sakyamuni Buddha), Volume 25",월인석보 권25 ( 月印釋譜 卷二十五 ),Jeollanam-do Jangheung-gun,,,,,,,
1133,Treasure,"Worin seokbo (Episodes from the Life of Sakyamuni Buddha), Volume 15",월인석보 권15 ( 月印釋譜 卷十五 ),Jeollabuk-do Sunchang-gun,,,,,,,
1134,Treasure,"Worin seokbo (Episodes from the Life of Sakyamuni Buddha), Volume 20",월인석보 권20 ( 月印釋譜 卷二十 ),Seoul Yongsan-gu,,,,,,,
1135,Treasure,Royal Edict of Appointment Issued to Seong Seok-rin,성석린 고신왕지 ( 成石璘 告身王旨 ),Jeollabuk-do Jinan-gun,,,,,,,
1136,Treasure,"Horse Saddle of Choe Mun-byeong, Righteous Army Commander",최문병 의병장 안장 ( 崔文炳 義兵將 鞍裝 ),Gyeongsangbuk-do Gyeongsan-si,,,,,,,
1137,Treasure,"Wooden Amitabha Buddha Altarpiece of Gyeongguksa Temple, Seoul",서울 경국사 목각아미타여래설법상 ( 서울 慶國寺 木刻阿彌陀如來說法像 ),Seoul Seongbuk-gu,,,,,,,
1138,Treasure,"Stupa of State Preceptor Wonjeung at Taegosa Temple, Goyang",고양 태고사 원증국사탑 ( 高陽 太古寺 圓證國師塔 ),Gyeonggi-do Goyang-si,,,,,,,
1139,Treasure,"Three-story Stone Pagoda at Geodonsa Temple Site, Wonju",원주 거돈사지 삼층석탑 ( 原州 居頓寺址 三層石塔 ),Gangwon-do Wonju-si,,,,,,,
1140,Treasure,"Transcription of Avatamsaka Sutra (The Flower Garland Sutra), Zhenyuan Version, in Silver on Indigo Paper, Volume 34",감지은니 대방광불화엄경 정원본 권34 ( 紺紙銀泥 大方廣佛華嚴經 貞元本 卷三十四 ),Seoul Gwanak-gu,,,,,,,
1141,Treasure,Transcription of Avatamsaka Sutra (The Flower Garland Sutra) in Gold on Indigo Paper,감지금니 대방광불화엄경입불사의해탈경계보현행원품 ( 紺紙金泥 大方廣佛華嚴經入不思議解脫境界普賢行願品 ),Seoul Gwanak-gu,,,,,,,
1142,Treasure,Transcription of Mahavaipulya purnabudha Sutra (The Complete Enlightenment Sutra) in Gold on Oak Paper,상지금니 대방광원각수다라요의경 ( 橡紙金泥 大方廣圓覺修多羅了義經 ),Seoul Gwanak-gu,,,,,,,
1143,Treasure,"Transcription of Avatamsaka Sutra (The Flower Garland Sutra), Zhou Version, in Silver on Indigo Paper, Volume 37",감지은니 대방광불화엄경 주본 권37 ( 紺紙銀泥 大方廣佛華嚴經 周本 卷三十七 ),Seoul Gwanak-gu,,,,,,,
1144,Treasure,"Transcription of Avatamsaka Sutra (The Flower Garland Sutra), Zhou Version, in Silver on Indigo Paper, Volumes 5-6",감지은니 대방광불화엄경 주본 권5~6 ( 紺紙銀泥 大方廣佛華嚴經 周本 卷五~六 ),Seoul Gwanak-gu,,,,,,,
1145,Treasure,"Transcription of Shurangama Sutra (The Sutra of the Heroic One) in Gold on Indigo Paper, Volume 7",감지금니 대불정여래밀인수증요의제보살만행수능엄경 권7 ( 紺紙金泥 大佛頂如來密因修證了義諸菩薩萬行首楞嚴經 卷七 ),Seoul Gwanak-gu,,,,,,,
1146,Treasure,"Transcription of Avatamsaka Sutra (The Flower Garland Sutra), Zhou Version, in Gold on Indigo Paper, Volume 46",감지금니대방광불화엄경 주본 권46 ( 紺紙金泥大方廣佛華嚴經 周本 卷四十六 ),Gyeongsangnam-do Yangsan-si,,,,,,,
